key,child_driv,age,children,yoj,income,house_val,status,gender,edu_level,job,distance,car_use,vehicle_val,vehicle_type,clm_freq,revoked,mvr_pts,claim_amount,vehicle_age,claim_ind,area,state_code
4906,0,15,0,9,17569,141336,z_No,Mal,<High School,Clerical,85,Commercial,9890,Pickup,2,No,4,261,7,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
4907,0,59,0,19,139241,1164243,Yes,Mal,PhD,,91,Commercial,24770,Panel Truck,0,No,6,366,15,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
4908,0,60,0,15,53682,88335,z_No,Mal,z_High School,Professional,100,Private,2280,Minivan,2,No,1,354,3,0,Highly Urban/ Urban,Thueringen
4909,0,66,0,15,63163,918684,z_No,Mal,z_High School,Teacher,50,Commercial,7720,Pickup,3,No,4,2477,11,1,Highly Urban/ Urban,Berlin
4910,1,43,2,11,27212,,Yes,Fem,<High School,Teacher,92,Private,8270,unknown,4,No,8,4140,4,1,Highly Urban/ Urban,Hessen
4911,0,49,0,,22855,351595,Yes,Fem,<High School,Clerical,80,Private,13260,Sports Car,0,Yes,3,318,3,0,Highly Urban/ Urban,Berlin
4912,0,55,0,15,34608,274685,Yes,Fem,Bachelors,Professional,90,Private,6720,Sports Car,0,Yes,2,6371,11,1,Highly Urban/ Urban,Brandenburg
4913,0,31,0,3,560,536606,Yes,Fem,z_High School,Home Maker,70,Private,5500,Sports Car,4,No,9,340,3,0,Highly Urban/ Urban,Bayern
4914,0,50,0,18,52294,463200,Yes,Mal,Bachelors,Professional,90,Private,11770,Pickup,2,No,0,345,16,0,Highly Urban/ Urban,Berlin
4915,0,43,0,13,,251032,Yes,Fem,z_High School,Student,73,Private,6740,unknown,0,No,4,315,8,0,z_Highly Rural/ Rural,Thueringen
4916,0,56,0,15,101213,,Yes,Mal,Bachelors,Professional,50,Commercial,6100,Pickup,2,No,8,321,13,0,Highly Urban/ Urban,Sachsen
4917,0,54,2,11,49821,,z_No,Fem,Masters,Nurse,94,Private,18010,unknown,1,No,6,288,19,0,Highly Urban/ Urban,Brandenburg
4918,0,23,0,16,126606,565610,Yes,Mal,Bachelors,Professional,69,Private,37420,Minivan,6,No,6,360,10,0,Highly Urban/ Urban,Bayern
4919,0,34,3,13,1957,418119,Yes,Mal,<High School,Student,88,Private,12840,Minivan,0,No,0,285,3,0,Highly Urban/ Urban,Bayern
4920,0,63,0,18,27948,206115,z_No,Mal,z_High School,Teacher,95,Commercial,11440,Pickup,0,No,4,361,9,0,z_Highly Rural/ Rural,Bayern
4921,2,48,2,17,90452,365027,Yes,Fem,z_High School,Teacher,90,Private,18280,Minivan,3,No,6,270,13,0,Highly Urban/ Urban,Thueringen
4922,0,67,0,13,32839,340090,Yes,Fem,Bachelors,Professional,91,Private,6000,unknown,0,No,2,5409,3,1,Highly Urban/ Urban,Berlin
4923,0,46,0,16,,877461,Yes,Mal,Bachelors,Student,140,Commercial,23970,Panel Truck,0,No,2,379,11,0,z_Highly Rural/ Rural,Hessen
4924,0,72,1,15,45412,527764,Yes,Fem,z_High School,Teacher,96,Commercial,13110,unknown,0,No,2,3265,8,1,Highly Urban/ Urban,Hessen
4925,0,56,1,15,,214001,Yes,Fem,z_High School,Professional,78,Private,4040,unknown,1,No,4,266,3,0,Highly Urban/ Urban,Berlin
4926,0,46,0,12,31548,517630,Yes,Fem,Bachelors,Manager,68,Private,13470,unknown,2,No,3,300,9,0,Highly Urban/ Urban,Bayern
4927,0,56,0,8,184656,259116,z_No,Mal,PhD,Manager,55,Commercial,34310,Panel Truck,3,No,1,315,11,0,Highly Urban/ Urban,Bayern
4928,0,69,0,9,42634,615923,z_No,Mal,<High School,Clerical,83,Private,9930,Minivan,2,No,0,736,9,1,Highly Urban/ Urban,Hessen
4929,0,62,0,15,,287824,z_No,Fem,z_High School,Teacher,76,Commercial,11040,unknown,2,No,2,252,3,0,Highly Urban/ Urban,Bayern
4930,0,47,0,15,73747,444585,Yes,Mal,Bachelors,Manager,84,Private,15160,Minivan,0,No,4,272,10,0,Highly Urban/ Urban,Hessen
4931,1,46,2,12,1243,144076,Yes,Fem,z_High School,Student,105,Commercial,19090,unknown,1,No,0,1644,3,1,Highly Urban/ Urban,Bayern
4932,0,49,0,14,,443501,Yes,Fem,Bachelors,Professional,97,Private,8270,unknown,0,No,3,324,13,0,Highly Urban/ Urban,Bayern
4933,0,66,0,14,109193,525755,Yes,Fem,z_High School,Teacher,77,Commercial,1670,Sports Car,2,No,4,381,9,0,Highly Urban/ Urban,Bayern
4934,0,31,1,10,23278,181479,z_No,Mal,<High School,Clerical,59,Private,4300,Minivan,3,No,9,5426,3,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
4935,0,45,0,14,11528,76557,z_No,Fem,<High School,Clerical,67,Private,5170,unknown,2,No,0,307,5,0,Highly Urban/ Urban,Bayern
4936,0,61,1,19,116297,731032,Yes,Fem,Masters,Nurse,52,Private,26090,Pickup,0,No,2,272,19,0,Highly Urban/ Urban,Hessen
4937,0,53,0,20,65066,737509,Yes,Fem,PhD,Doctor,75,Private,14450,Sports Car,2,No,0,342,11,0,Highly Urban/ Urban,Hessen
4938,0,76,0,17,85950,141336,z_No,Mal,PhD,Doctor,50,Private,16000,Minivan,3,No,3,234,,0,Highly Urban/ Urban,Bayern
4939,0,48,2,3,960,494676,z_No,Fem,z_High School,Home Maker,73,Private,15300,Minivan,2,No,0,322,10,0,Highly Urban/ Urban,Bayern
4940,0,66,0,13,184518,849763,z_No,Fem,PhD,Nurse,78,Private,19860,unknown,0,No,5,363,14,0,Highly Urban/ Urban,Bayern
4941,0,29,2,14,49658,418546,Yes,Mal,z_High School,Professional,74,Private,10740,Pickup,4,No,2,259,13,0,z_Highly Rural/ Rural,Brandenburg
4942,0,66,0,,179335,515283,Yes,Fem,Masters,Nurse,77,Private,24190,Sports Car,0,Yes,2,238,,0,Highly Urban/ Urban,Hessen
4943,0,46,3,3,960,253227,Yes,Mal,Bachelors,Student,70,Commercial,4600,Pickup,5,No,7,7080,9,1,Highly Urban/ Urban,Bayern
4944,0,63,0,17,91360,606603,z_No,Fem,PhD,Doctor,99,Private,40610,unknown,2,No,4,234,19,0,Highly Urban/ Urban,Bayern
4945,0,74,0,15,1561,485912,z_No,Mal,<High School,Student,66,Private,7260,Pickup,0,No,1,285,8,0,Highly Urban/ Urban,Thueringen
4946,0,24,1,12,,489307,Yes,Mal,z_High School,Clerical,82,Private,1500,Minivan,0,No,2,218,3,0,Highly Urban/ Urban,Bayern
4947,0,60,0,16,26510,387409,Yes,Mal,PhD,Nurse,99,Private,14120,Minivan,2,No,3,274,16,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
4948,0,71,0,15,43967,901976,Yes,Mal,<High School,Teacher,100,Commercial,11560,Pickup,1,No,3,5278,9,1,Highly Urban/ Urban,Bayern
4949,0,66,0,17,64164,225810,Yes,Mal,Bachelors,Teacher,71,Commercial,15510,Minivan,0,No,7,261,15,0,z_Highly Rural/ Rural,Bayern
4950,0,45,0,18,79638,761065,Yes,Fem,Masters,Nurse,98,Private,9410,unknown,2,No,2,380,20,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
4951,1,60,2,15,36013,244358,Yes,Fem,z_High School,Teacher,69,Commercial,4010,unknown,4,No,4,1245,3,1,Highly Urban/ Urban,Hessen
4952,0,49,2,13,43331,818571,z_No,Fem,Bachelors,Teacher,90,Commercial,5740,unknown,3,No,4,6543,14,1,Highly Urban/ Urban,Bayern
4953,0,74,3,20,9639,471120,Yes,Fem,z_High School,Student,55,Commercial,4650,unknown,0,No,0,277,12,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
4954,0,51,0,9,58185,,Yes,Mal,z_High School,Manager,61,Private,14940,Minivan,2,No,0,248,10,0,Highly Urban/ Urban,Bayern
4955,0,45,4,18,5785,459342,z_No,Fem,z_High School,Student,105,Commercial,5300,Sports Car,0,No,0,228,10,0,z_Highly Rural/ Rural,Bayern
4956,0,62,0,15,51944,1023611,z_No,Fem,Bachelors,Professional,72,Private,11760,unknown,1,No,8,5291,3,1,Highly Urban/ Urban,Sachsen-Anhalt
4957,0,62,0,15,36321,453453,z_No,Fem,z_High School,Home Maker,89,Private,9900,unknown,5,No,1,257,9,0,Highly Urban/ Urban,Thueringen
4958,0,54,0,18,48393,,Yes,Fem,z_High School,Clerical,81,Private,7750,unknown,2,No,5,356,13,0,Highly Urban/ Urban,Bayern
4959,0,69,0,14,43196,5889,z_No,Mal,z_High School,Teacher,79,Commercial,20920,Van,3,No,2,245,3,0,Highly Urban/ Urban,Bayern
4960,0,50,2,13,33827,424008,z_No,Fem,z_High School,Clerical,69,Private,9290,unknown,6,No,6,3027,3,1,Highly Urban/ Urban,Bayern
4961,0,41,0,13,70834,730691,z_No,Mal,Masters,Professional,103,Private,13060,Minivan,2,No,4,295,17,0,Highly Urban/ Urban,Bayern
4962,0,65,0,14,285031,,Yes,Mal,PhD,,98,Commercial,7940,Pickup,4,No,8,2736,17,1,Highly Urban/ Urban,Hessen
4963,0,45,0,14,45363,394563,z_No,Fem,Masters,Nurse,87,Private,24320,unknown,4,No,2,343,3,0,Highly Urban/ Urban,Sachsen
4964,0,67,0,10,18917,386470,Yes,Fem,PhD,Doctor,70,Private,22670,Minivan,2,No,2,331,14,0,Highly Urban/ Urban,Bayern
4965,0,57,0,16,,685670,Yes,Fem,PhD,Doctor,58,Private,23660,Sports Car,0,No,4,294,22,0,Highly Urban/ Urban,Nordrhein-Westfalen
4966,0,75,3,3,960,789126,z_No,Fem,Masters,Home Maker,131,Private,10460,Sports Car,2,No,3,2623,20,1,z_Highly Rural/ Rural,Bayern
4967,0,55,0,15,12323,239836,Yes,Fem,<High School,Clerical,71,Private,7240,unknown,3,Yes,4,7045,7,1,Highly Urban/ Urban,Hessen
4968,0,49,0,,98955,651442,z_No,Mal,Masters,Nurse,70,Private,23750,Minivan,4,No,9,284,16,0,Highly Urban/ Urban,Bayern
4969,0,40,0,9,41211,542472,Yes,Fem,<High School,Clerical,94,Private,18610,Minivan,0,No,2,394,8,0,Highly Urban/ Urban,Bayern
4970,0,54,0,16,74768,455341,Yes,Mal,Bachelors,Professional,62,Private,13620,Minivan,0,No,5,308,11,0,z_Highly Rural/ Rural,Bayern
4971,0,48,0,16,102611,601765,Yes,Mal,Masters,Nurse,75,Private,21770,Van,2,Yes,2,294,15,0,Highly Urban/ Urban,Bayern
4972,1,67,2,13,62335,636136,z_No,Fem,z_High School,Teacher,87,Commercial,11640,unknown,0,No,3,300,9,0,Highly Urban/ Urban,Brandenburg
4973,0,55,0,9,26831,429243,Yes,Fem,z_High School,Teacher,83,Commercial,18400,unknown,3,No,4,264,11,0,Highly Urban/ Urban,Bayern
4974,0,43,2,18,29560,219956,Yes,Fem,<High School,Teacher,60,Private,17380,unknown,3,No,2,280,3,0,Highly Urban/ Urban,Bayern
4975,0,59,0,17,96094,478521,z_No,Fem,Masters,Manager,69,Private,16870,unknown,0,No,3,263,13,0,Highly Urban/ Urban,Bayern
4976,0,78,0,15,34673,254256,Yes,Fem,Bachelors,Teacher,71,Commercial,7700,Sports Car,5,No,5,321,17,0,Highly Urban/ Urban,Brandenburg
4977,1,48,3,12,149488,35334,z_No,Fem,PhD,Nurse,94,Private,20830,unknown,0,Yes,2,20407,12,1,Highly Urban/ Urban,Brandenburg
4978,0,56,0,10,46172,736125,z_No,Fem,z_High School,Teacher,72,Commercial,6200,unknown,4,Yes,4,7538,7,1,Highly Urban/ Urban,Bayern
4979,0,49,1,12,52593,,Yes,Mal,Bachelors,Manager,74,Commercial,21770,Van,3,No,8,376,10,0,Highly Urban/ Urban,Hessen
4980,0,28,1,14,88822,238544,Yes,Fem,Bachelors,Professional,64,Private,5470,unknown,1,Yes,4,243,11,0,Highly Urban/ Urban,Bayern
4981,1,45,2,20,206028,241449,z_No,Mal,Masters,,77,Private,34650,Minivan,2,No,2,285,,0,Highly Urban/ Urban,Bayern
4982,0,62,0,14,49142,1039495,Yes,Mal,Bachelors,Professional,80,Commercial,24980,Panel Truck,2,No,2,266,9,0,Highly Urban/ Urban,Bayern
4983,0,79,0,17,75136,587392,Yes,Mal,Bachelors,Manager,77,Private,14610,Minivan,0,No,3,343,16,0,Highly Urban/ Urban,Thueringen
4984,1,54,0,15,228936,692098,Yes,Mal,PhD,,102,Commercial,9260,unknown,3,No,10,6053,19,1,Highly Urban/ Urban,Thueringen
4985,0,75,0,10,151004,478498,z_No,Mal,Masters,Nurse,109,Private,22440,Minivan,0,Yes,0,294,19,0,Highly Urban/ Urban,Bayern
4986,0,31,0,17,67295,712527,Yes,Fem,z_High School,Professional,64,Commercial,2670,unknown,2,No,2,2521,11,1,Highly Urban/ Urban,Bayern
4987,0,56,0,15,132836,818075,Yes,Fem,z_High School,Teacher,112,Commercial,24710,Sports Car,2,No,2,350,10,0,z_Highly Rural/ Rural,Bayern
4988,2,54,3,16,97790,479456,Yes,Mal,Bachelors,Manager,77,Private,11980,Minivan,0,No,4,303,14,0,Highly Urban/ Urban,Bayern
4989,0,66,0,14,78393,200226,z_No,Mal,Masters,,50,Commercial,27780,Panel Truck,2,No,5,308,18,0,Highly Urban/ Urban,Thueringen
4990,1,42,2,,49640,769406,z_No,Mal,Bachelors,Clerical,55,Commercial,9970,Pickup,0,Yes,1,248,9,0,Highly Urban/ Urban,Bayern
4991,0,52,0,3,560,,z_No,Fem,Bachelors,Home Maker,82,Private,6500,Sports Car,0,No,4,336,3,0,z_Highly Rural/ Rural,Thueringen
4992,0,48,3,22,,525263,Yes,Mal,<High School,Clerical,70,Private,5960,Pickup,4,No,3,219,3,0,Highly Urban/ Urban,Bayern
4993,0,68,0,13,158179,509421,Yes,Fem,PhD,,58,Commercial,38240,Van,0,No,0,3813,,1,Highly Urban/ Urban,Bayern
4994,0,50,0,11,191505,827548,z_No,Mal,Bachelors,Teacher,90,Commercial,23690,Panel Truck,2,No,2,333,,0,z_Highly Rural/ Rural,Bayern
4995,0,57,0,3,560,247338,z_No,Mal,Bachelors,Student,111,Commercial,1500,Minivan,3,No,9,328,13,0,Highly Urban/ Urban,Bayern
4996,0,59,0,14,94040,147225,z_No,Fem,z_High School,Teacher,58,Commercial,15350,Minivan,0,No,2,325,,0,z_Highly Rural/ Rural,Hessen
4997,2,58,2,15,109476,549839,Yes,Fem,Masters,Nurse,58,Private,5700,unknown,4,No,7,311,21,0,Highly Urban/ Urban,Bayern
4998,0,62,0,18,55284,744943,Yes,Mal,z_High School,Teacher,82,Commercial,25320,Panel Truck,4,No,8,1055,3,1,Highly Urban/ Urban,Bayern
4999,0,55,0,17,34459,205633,Yes,Mal,z_High School,Clerical,76,Private,9490,Pickup,0,Yes,2,213,11,0,Highly Urban/ Urban,Bayern
5000,1,72,3,,67191,678285,z_No,Fem,Masters,Nurse,72,Private,13910,Pickup,2,No,2,250,11,0,Highly Urban/ Urban,Bayern
5001,0,58,0,16,49054,863053,z_No,Fem,Masters,Professional,112,Private,9950,Sports Car,2,No,1,333,18,0,Highly Urban/ Urban,Bayern
5002,0,64,0,14,68235,147225,z_No,Mal,Bachelors,Teacher,85,Commercial,13030,Minivan,2,No,3,284,13,0,Highly Urban/ Urban,Bayern
5003,0,38,1,11,67350,253227,z_No,Fem,Bachelors,Teacher,86,Commercial,22740,unknown,2,No,3,5484,12,1,Highly Urban/ Urban,Brandenburg
5004,1,50,2,11,63575,232399,Yes,Mal,Bachelors,Teacher,94,Commercial,30610,Minivan,0,No,0,323,12,0,z_Highly Rural/ Rural,Hessen
5005,0,63,0,11,92854,523935,Yes,Fem,Masters,Professional,86,Private,27370,Pickup,0,No,2,327,,0,z_Highly Rural/ Rural,Thueringen
5006,1,44,1,14,21086,276423,Yes,Fem,z_High School,Clerical,57,Private,16180,unknown,1,No,4,263,3,0,Highly Urban/ Urban,Sachsen
5007,0,45,0,11,119547,431582,Yes,Fem,PhD,Home Maker,100,Private,21280,Minivan,2,No,5,422,20,0,z_Highly Rural/ Rural,Thueringen
5008,0,47,0,10,27227,291951,z_No,Fem,z_High School,Clerical,81,Commercial,27020,Van,2,No,0,357,13,0,z_Highly Rural/ Rural,Thueringen
5009,0,43,3,16,36811,270687,Yes,Fem,z_High School,Teacher,92,Commercial,4200,Sports Car,0,No,6,4372,3,1,Highly Urban/ Urban,Hessen
5010,0,52,0,,102150,618345,z_No,Fem,Masters,Manager,79,Private,21010,Sports Car,0,No,0,4562,14,1,Highly Urban/ Urban,Sachsen
5011,0,64,1,16,7589,501664,Yes,Fem,Bachelors,Home Maker,93,Private,12880,Pickup,1,No,0,297,14,0,Highly Urban/ Urban,Thueringen
5012,0,48,0,15,93277,460236,Yes,Mal,Masters,,69,Commercial,6720,Pickup,5,No,2,388,16,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
5013,0,54,0,3,,665457,Yes,Mal,z_High School,Student,73,Private,8870,Minivan,0,No,0,385,3,0,z_Highly Rural/ Rural,Brandenburg
5014,0,16,0,13,65090,76557,z_No,Fem,Masters,Nurse,95,Private,5000,Sports Car,3,No,0,6468,15,1,Highly Urban/ Urban,Rheinland-Pfalz
5015,0,57,0,14,4663,174238,Yes,Fem,<High School,Home Maker,96,Private,16180,Minivan,2,No,2,243,,0,z_Highly Rural/ Rural,Bayern
5016,0,55,1,16,72472,1025443,Yes,Fem,Bachelors,Professional,71,Private,30270,Minivan,0,No,2,4239,,1,Highly Urban/ Urban,Bayern
5017,0,63,0,9,1582,300587,Yes,Mal,Masters,Manager,87,Commercial,28350,Panel Truck,4,No,0,366,,0,Highly Urban/ Urban,Sachsen-Anhalt
5018,0,57,0,15,90250,636049,Yes,Fem,Masters,,79,Commercial,38810,Van,2,No,2,416,12,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
5019,0,68,0,16,30013,470749,Yes,Mal,Bachelors,Professional,71,Private,15190,unknown,5,No,0,303,19,0,Highly Urban/ Urban,Thueringen
5020,0,47,0,18,4073,,Yes,Mal,<High School,Student,70,Private,11550,Pickup,4,No,6,9125,3,1,Highly Urban/ Urban,Thueringen
5021,0,54,1,16,97667,513585,Yes,Fem,Bachelors,Teacher,73,Commercial,30410,Pickup,0,No,2,373,11,0,z_Highly Rural/ Rural,Brandenburg
5022,0,32,4,3,560,158388,Yes,Fem,<High School,Home Maker,61,Private,24100,Sports Car,4,No,3,344,3,0,Highly Urban/ Urban,Sachsen
5023,0,55,0,13,111965,444525,z_No,Fem,Bachelors,Professional,57,Commercial,29540,Van,1,No,9,1236,13,1,Highly Urban/ Urban,Bayern
5024,0,32,1,13,39779,747124,z_No,Fem,Bachelors,Professional,94,Private,5680,unknown,0,Yes,7,4918,10,1,Highly Urban/ Urban,Bayern
5025,0,60,0,14,32098,300339,z_No,Fem,z_High School,Student,84,Private,6730,Sports Car,0,No,3,272,,0,Highly Urban/ Urban,Bayern
5026,0,53,0,3,960,0,z_No,Fem,<High School,Student,88,Private,15660,Minivan,2,No,2,303,3,0,z_Highly Rural/ Rural,Sachsen-Anhalt
5027,0,75,0,14,55355,282672,z_No,Mal,Masters,Nurse,64,Private,5060,Minivan,0,No,2,268,21,0,Highly Urban/ Urban,Berlin
5028,0,74,0,3,1360,465231,Yes,Fem,z_High School,Student,78,Private,8200,Sports Car,1,No,2,1702,12,1,Highly Urban/ Urban,Bayern
5029,0,58,0,18,68529,279687,Yes,Mal,Bachelors,Professional,86,Private,13760,Minivan,2,No,0,334,15,0,z_Highly Rural/ Rural,Thueringen
5030,0,54,0,15,242922,111891,z_No,Fem,PhD,,85,Commercial,61050,Panel Truck,2,No,4,363,11,0,Highly Urban/ Urban,Brandenburg
5031,0,36,0,10,77797,262431,z_No,Fem,Bachelors,Teacher,112,Commercial,13000,Sports Car,0,No,4,322,3,0,z_Highly Rural/ Rural,Bayern
5032,0,55,0,18,,355309,Yes,Fem,<High School,Teacher,50,Private,6940,Sports Car,0,No,5,4783,10,1,Highly Urban/ Urban,Bayern
5033,2,71,2,18,58179,247750,Yes,Fem,Bachelors,Teacher,79,Commercial,14660,unknown,0,Yes,5,1147,12,1,Highly Urban/ Urban,Bayern
5034,0,58,0,,41572,270894,z_No,Mal,Masters,,80,Commercial,18130,Van,4,No,3,4328,20,1,Highly Urban/ Urban,Bayern
5035,0,54,0,17,,274075,Yes,Fem,Masters,,67,Commercial,21370,Pickup,2,No,7,322,23,0,Highly Urban/ Urban,Thueringen
5036,0,39,2,15,76261,235560,z_No,Mal,Masters,Nurse,63,Private,1500,Minivan,0,No,0,233,16,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
5037,0,39,1,11,85754,182559,z_No,Fem,z_High School,Professional,64,Commercial,26860,Pickup,3,No,7,3941,3,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
5038,0,41,1,15,42752,323629,Yes,Mal,z_High School,Teacher,80,Commercial,25820,Panel Truck,0,No,0,384,3,0,z_Highly Rural/ Rural,Hessen
5039,0,76,0,11,,520299,z_No,Mal,Bachelors,Clerical,81,Commercial,11870,Pickup,2,No,5,285,3,0,z_Highly Rural/ Rural,Sachsen
5040,0,39,2,,23582,35334,z_No,Mal,<High School,Clerical,89,Private,4500,Minivan,0,No,4,339,3,0,z_Highly Rural/ Rural,Brandenburg
5041,0,33,1,3,960,29445,z_No,Fem,Bachelors,Student,76,Commercial,5400,unknown,1,Yes,2,289,12,0,Highly Urban/ Urban,Bayern
5042,0,39,1,17,23060,208198,Yes,Fem,z_High School,Clerical,93,Private,12360,unknown,0,Yes,0,258,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
5043,0,65,0,14,24481,486341,Yes,Fem,z_High School,Clerical,69,Private,12180,unknown,0,No,2,305,7,0,Highly Urban/ Urban,Nordrhein-Westfalen
5044,1,42,1,17,77194,389200,Yes,Mal,z_High School,Teacher,77,Commercial,6040,Pickup,2,No,0,367,3,0,z_Highly Rural/ Rural,Bayern
5045,0,48,0,15,56867,587679,Yes,Fem,<High School,Teacher,56,Private,7050,unknown,2,No,0,279,3,0,Highly Urban/ Urban,Bayern
5046,0,73,0,15,49802,327385,Yes,Fem,z_High School,Clerical,85,Commercial,33690,Panel Truck,0,No,3,220,11,0,z_Highly Rural/ Rural,Bayern
5047,1,49,3,18,56956,550412,Yes,Fem,z_High School,Teacher,78,Commercial,22280,unknown,2,No,0,308,3,0,z_Highly Rural/ Rural,Nordrhein-Westfalen
5048,0,59,0,18,145308,,Yes,Mal,Masters,,61,Commercial,27460,Panel Truck,0,No,2,245,16,0,Highly Urban/ Urban,Bayern
5049,0,56,2,13,23643,565344,z_No,Fem,Bachelors,Clerical,50,Private,16510,Minivan,0,No,3,281,12,0,Highly Urban/ Urban,Nordrhein-Westfalen
5050,0,43,1,12,27088,546379,Yes,Mal,<High School,Teacher,67,Commercial,29050,Panel Truck,2,No,2,345,11,0,Highly Urban/ Urban,Bayern
5051,0,63,0,14,6704,406341,z_No,Mal,z_High School,Student,50,Private,12330,Minivan,0,No,3,287,9,0,Highly Urban/ Urban,Bayern
5052,0,65,0,15,130362,824453,Yes,Fem,PhD,Manager,54,Commercial,23950,Pickup,4,Yes,0,286,11,0,Highly Urban/ Urban,Bayern
5053,0,78,0,15,,280021,Yes,Fem,Bachelors,Home Maker,78,Private,11460,unknown,0,No,6,329,13,0,z_Highly Rural/ Rural,Sachsen
5054,0,59,2,16,20467,413208,Yes,Mal,<High School,Clerical,70,Private,19080,Van,1,No,4,265,3,0,Highly Urban/ Urban,Thueringen
5055,2,77,3,,84545,941177,Yes,Fem,PhD,Manager,84,Private,14040,unknown,1,No,4,237,18,0,Highly Urban/ Urban,Bayern
5056,0,47,0,16,158106,270894,z_No,Fem,PhD,Doctor,79,Private,21910,unknown,2,No,0,267,17,0,Highly Urban/ Urban,Bayern
5057,0,53,0,13,4373,154487,z_No,Fem,Bachelors,Home Maker,61,Private,20310,unknown,2,Yes,2,351,11,0,Highly Urban/ Urban,Berlin
5058,1,51,2,18,12038,202089,Yes,Mal,<High School,Clerical,77,Private,6370,Pickup,2,No,1,398,9,0,Highly Urban/ Urban,Sachsen
5059,0,61,0,17,67071,365118,z_No,Mal,Bachelors,Manager,55,Commercial,28350,Panel Truck,2,No,5,259,4,0,Highly Urban/ Urban,Bayern
5060,0,44,1,16,91653,280567,Yes,Fem,Bachelors,Teacher,104,Commercial,4600,unknown,2,No,3,284,,0,z_Highly Rural/ Rural,Bayern
5061,0,79,0,14,127002,200226,z_No,Mal,Masters,,86,Commercial,7820,Pickup,0,No,0,274,13,0,z_Highly Rural/ Rural,Hessen
5062,0,53,0,10,85902,581343,z_No,Mal,Masters,Professional,91,Private,19520,Minivan,0,No,0,300,,0,Highly Urban/ Urban,Thueringen
5063,0,71,0,18,16221,466446,Yes,Mal,<High School,Clerical,101,Commercial,9030,Pickup,2,No,0,223,3,0,z_Highly Rural/ Rural,Bayern
5064,0,74,0,16,109185,790285,Yes,Mal,PhD,Doctor,100,Private,21610,Van,0,No,5,323,12,0,Highly Urban/ Urban,Bayern
5065,0,47,0,14,97105,229671,z_No,Fem,PhD,Doctor,79,Private,17530,Pickup,0,Yes,3,347,11,0,Highly Urban/ Urban,Thueringen
5066,0,53,0,11,3604,53001,z_No,Fem,z_High School,Student,110,Private,6700,unknown,0,No,4,3473,,1,Highly Urban/ Urban,Berlin
5067,0,61,0,16,84761,626519,Yes,Mal,Masters,Nurse,55,Private,12960,Minivan,0,No,2,318,21,0,Highly Urban/ Urban,Bayern
5068,0,43,0,11,184305,894795,Yes,Mal,PhD,Doctor,70,Private,11750,Minivan,2,Yes,5,272,16,0,Highly Urban/ Urban,Bayern
5069,1,81,2,10,28041,384481,z_No,Fem,Bachelors,Professional,55,Private,28840,Pickup,2,No,2,5758,15,1,z_Highly Rural/ Rural,Bayern
5070,0,66,0,9,35770,417021,z_No,Mal,<High School,Clerical,61,Commercial,10380,Pickup,2,No,2,257,8,0,Highly Urban/ Urban,Bayern
5071,0,53,1,13,105920,348845,z_No,Fem,Bachelors,Manager,58,Commercial,26070,Pickup,2,No,0,365,,0,Highly Urban/ Urban,Thueringen
5072,2,50,2,17,18060,399782,Yes,Fem,<High School,Clerical,66,Private,6810,unknown,5,No,1,256,7,0,Highly Urban/ Urban,Bayern
5073,0,63,0,19,55099,432866,Yes,Mal,Bachelors,Professional,86,Commercial,21740,Van,2,No,7,3487,,1,Highly Urban/ Urban,Bayern
5074,0,53,0,11,119487,1124228,z_No,Mal,Masters,,93,Commercial,22750,Panel Truck,0,No,2,1538,15,1,Highly Urban/ Urban,Nordrhein-Westfalen
5075,0,44,1,16,47045,100113,z_No,Mal,Bachelors,Clerical,52,Private,8830,Minivan,4,No,6,310,11,0,Highly Urban/ Urban,Nordrhein-Westfalen
5076,0,47,0,15,48857,294450,z_No,Mal,PhD,Nurse,50,Private,16460,Van,2,No,3,345,14,0,Highly Urban/ Urban,Bayern
5077,2,50,2,11,153252,194337,z_No,Mal,Masters,Manager,87,Commercial,31380,Panel Truck,2,No,3,6591,21,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
5078,0,65,0,15,13844,600678,z_No,Mal,z_High School,Student,92,Private,9640,Pickup,2,No,0,366,3,0,Highly Urban/ Urban,Bayern
5079,0,35,0,15,157306,,Yes,Mal,Masters,,75,Private,20830,Van,2,No,3,337,13,0,Highly Urban/ Urban,Hessen
5080,0,68,0,16,196099,1320201,Yes,Fem,PhD,Doctor,56,Private,29180,Pickup,2,No,2,336,17,0,Highly Urban/ Urban,Berlin
5081,0,54,0,10,42509,150739,z_No,Fem,z_High School,Teacher,71,Commercial,9990,unknown,0,Yes,3,344,10,0,Highly Urban/ Urban,Nordrhein-Westfalen
